source_id,post_text,normalized_text,text_hash,annotated_sentiment,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,joy,affection,amusement,surprise,sadness,anger,care_empathy,fear,disgust,approval,sarcasm,pride,gratitude,disappointment,grief,jealousy,confusion,nostalgia,hope,excitement,relief,embarrassment,joy_mask,affection_mask,amusement_mask,surprise_mask,sadness_mask,anger_mask,care_empathy_mask,fear_mask,disgust_mask,approval_mask,sarcasm_mask,pride_mask,gratitude_mask,disappointment_mask,grief_mask,jealousy_mask,confusion_mask,nostalgia_mask,hope_mask,excitement_mask,relief_mask,embarrassment_mask
1456,"සමහර වෙලාවට හිතෙනවා, අපි ගොඩක් ඉවසුවා, දැන් ජල හිඟය ගැන කතා කරන්නවත් වෙලාවක් නෑ.
දරාගන්න බැරි තරමට ආවා.","සමහර වෙලාවට හිතෙනවා, අපි ගොඩක් ඉවසුවා, දැන් ජල හිඟය ගැන කතා කරන්නවත් වෙලාවක් නෑ. දරාගන්න බැරි තරමට ආවා.",996d1b2676c39e115c00df0950aae32c,Negative,17,5,8,3,10,9,81,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1457,උඩපළාත ප්‍රාලේට එරෙහිව දේශපාලනමය  හා නරිපාලනමය  දුෂ්ට ප්‍රයත්නයක් දියත් කර තිබේද?,උඩපළාත ප්රාලේට එරෙහිව දේශපාලනමය හා නරිපාලනමය දුෂ්ට ප්රයත්නයක් දියත් කර තිබේද?,5c485329a8fa100992fba5828b5572c2,Negative,956,20,3,13,4,13,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1458,"ඔවුන් බය අගවිනිසුරුට නොවෙයි,කිසිදු සමාවක් නොදෙන ජනාධිපතිටයි - සන්ඩේ ටයිම්ස් දේශපාලන ලිපියෙන් කියයි - වැඩි විස්තර : irinewslk.com/they-are-not-afraid-of-the-chief-justice-but-of-the-president-who-will-not-grant-any-pardons-says-the-sunday-times-in-a-political-article/","ඔවුන් බය අගවිනිසුරුට නොවෙයි,කිසිදු සමාවක් නොදෙන ජනාධිපතිටයි - සන්ඩේ ටයිම්ස් දේශපාලන ලිපියෙන් කියයි - වැඩි විස්තර : irinewslk.com/they-are-not-afraid-of-the-chief-justice-but-of-the-president-who-will-not-grant-any-pardons-says-the-sunday-times-in-a-political-article/",e86e5d71b37022183b9dfa8296e65012,Neutral,2268,670,32,117,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1459,"අද උදේ ඉඳන් හිතන් ඉන්නවා, දිස්ත්‍රික් ලේකම් කාර්යාලයට මතක ඇද්ද අපි කියන දේවල්? ගාස්තු වැඩිවීම ගැන එකක්වත් වෙනසක් නෑ.","අද උදේ ඉඳන් හිතන් ඉන්නවා, දිස්ත්රික් ලේකම් කාර්යාලයට මතක ඇද්ද අපි කියන දේවල්? ගාස්තු වැඩිවීම ගැන එකක්වත් වෙනසක් නෑ.",a0ad083f6d3fd91ebf214f53d0534c94,Negative,19,5,1,3,9,14,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1460,"මෝටර් රථ ප්‍රවාහන කොමසාරිස් ජනරාල් ලෙස එයාර් වයිස් මාෂල් (විශ්‍රාමික) තුෂාර ඉදුනිල් ප්‍රනාන්දු පත් කිරීමට කැබිනට් අනුමැතිය. 
#LKA #News1st #SL",මෝටර් රථ ප්රවාහන කොමසාරිස් ජනරාල් ලෙස එයාර් වයිස් මාෂල් (විශ්රාමික) තුෂාර ඉදුනිල් ප්රනාන්දු පත් කිරීමට කැබිනට් අනුමැතිය. #lka #news1st #sl,ff47fb760592ebd57776a1f80ce825a7,Neutral,441,71,3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1461,"කොල්ලෙක් විදිහට උඹ වැඩිපුරම විශ්වාස කරන්නෙ ?
❤️ : සැලුන් එකේ කොණ්ඩෙ කපන ඩයල් එක
👍 : තමන්ගෙ කෙල්ලව",කොල්ලෙක් විදිහට උඹ වැඩිපුරම විශ්වාස කරන්නෙ ? ❤️ : සැලුන් එකේ කොණ්ඩෙ කපන ඩයල් එක 👍 : තමන්ගෙ කෙල්ලව,90dced45fbd54ce9d787d629536bec94,Neutral,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1462,දරුවාගේ operation එකට මුදල් හොයන පවුලක් දැක්කා. share එකක් හරි කරලා උදව්වක් ලැබෙන්න කියලා හිතනවා. 🙏,දරුවාගේ operation එකට මුදල් හොයන පවුලක් දැක්කා. share එකක් හරි කරලා උදව්වක් ලැබෙන්න කියලා හිතනවා. 🙏,b54cc93067e2a8ba6ccd7fff417e711c,Positive,709,0,86,2,5,337,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1463,ගින්නකට පස්සේ ඉතිරි වුණේ මතක ටික විතරයි කියන පවුලක කතාවක් දැක්කා. මේ වගේ දුකක් කිසිම පවුලකට උදා වෙන්න එපා. 😢,ගින්නකට පස්සේ ඉතිරි වුණේ මතක ටික විතරයි කියන පවුලක කතාවක් දැක්කා. මේ වගේ දුකක් කිසිම පවුලකට උදා වෙන්න එපා. 😢,27a7eaff83a8a07efe701dc479081103,Negative,212,1,11,1,4,167,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1466,දවසින් දවස practice කරලා අන්තිමට තමන්ගේම record එක break කරපු තරුණයෙක්ගේ video එක දැක්කා. උත්සාහය තියෙනවා නම් කරන්න බැරි දෙයක් නෑ. 🔥👏,දවසින් දවස practice කරලා අන්තිමට තමන්ගේම record එක break කරපු තරුණයෙක්ගේ video එක දැක්කා. උත්සාහය තියෙනවා නම් කරන්න බැරි දෙයක් නෑ. 🔥👏,931e03aa168f292656ee6d390cd3c373,Positive,93,2,3,7,65,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1468,"2026 අයවැය ප්‍රතිපාදනවලින්  අධිකරණ සහ ජාතික ඒකාබද්ධතා අමාත්‍යාංශය යටතේ වැඩිම ප්‍රතිපාදන වෙන් කර ඇත්තේ බන්ධනාගාර දෙපාර්තමේන්තුවට වන අතර, මිලියන 5627ක ප්‍රාග්ධන වියදම්","2026 අයවැය ප්රතිපාදනවලින් අධිකරණ සහ ජාතික ඒකාබද්ධතා අමාත්යාංශය යටතේ වැඩිම ප්රතිපාදන වෙන් කර ඇත්තේ බන්ධනාගාර දෙපාර්තමේන්තුවට වන අතර, මිලියන 5627ක ප්රාග්ධන වියදම්",f70777a6a7333bb43ec86c50413864bd,Neutral,64,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1469,සමහර මිනිස්සු හිතාගෙන ඉන්නෙ එයාල හිතන පතන විදියට හිතලා එයාල විශ්වාස කරන දේවල් විශ්වාස කරල එයාලට ඕන විදියට අපිත් ඉන්න ඕන කියලා 🥴👍,සමහර මිනිස්සු හිතාගෙන ඉන්නෙ එයාල හිතන පතන විදියට හිතලා එයාල විශ්වාස කරන දේවල් විශ්වාස කරල එයාලට ඕන විදියට අපිත් ඉන්න ඕන කියලා 🥴👍,5c790a4147b7548126445dad25e4f297,Negative,317,15,1,107,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1472,සැමදා සත්‍ය වසන් කල නොහැක.එනිසා කිසිදා බොරුවෙන් ජීවිතය ජයගන්න උත්සහ නොකරන්න.. 🙂👍,සැමදා සත්ය වසන් කල නොහැක.එනිසා කිසිදා බොරුවෙන් ජීවිතය ජයගන්න උත්සහ නොකරන්න.. 🙂👍,fb60406e9bd9b474f12c74d6ec54e70a,Positive,583,67,10,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1473,තවත් බන්ධනාගාර 03ක් තොරතුරු බන්ධනාගාර ප්‍රධානීන්ට දුන්නා - අධිකරණ ඇමති කියයි - වැඩි විස්තර : irinewslk.com/three-more-prisons-provided-information-to-prison-chiefs-justice-minister-says/,තවත් බන්ධනාගාර 03ක් තොරතුරු බන්ධනාගාර ප්රධානීන්ට දුන්නා - අධිකරණ ඇමති කියයි - වැඩි විස්තර : irinewslk.com/three-more-prisons-provided-information-to-prison-chiefs-justice-minister-says/,3670d7709b60841dfc1d653ec2717c3a,Neutral,627,96,11,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1474,නිකමට හිතපම්කො හිතේ තියාගෙන ආපු දේ කරගන්ඩත් නැතුව තව ඇදගෙනත් වැටුනම කොහොම මලක් ඇද්ද විමලට 🤣,නිකමට හිතපම්කො හිතේ තියාගෙන ආපු දේ කරගන්ඩත් නැතුව තව ඇදගෙනත් වැටුනම කොහොම මලක් ඇද්ද විමලට 🤣,e0794e4301cd5e45f1fdcfb57a3bdd23,Negative,92,2,1,1847,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1475,"කලුවර අහස වගේ තියන මගේ ජීවිතේ ආලෝක කරන
ඒ පුන් සඳ කොහේ ඉන්නවද මංදා.!
🥹🌚😒",කලුවර අහස වගේ තියන මගේ ජීවිතේ ආලෝක කරන ඒ පුන් සඳ කොහේ ඉන්නවද මංදා.! 🥹🌚😒,ff1e4bbef26a5e6ba03e319e06e795aa,mixed,13,1,0,66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1476,අඩු ආදායම්ලාභි පවුල්වල විශේෂ අවශ්‍යතා සහිත සිසුන්ට මාසිකව රුපියල් 5000ක දීමනාවක් ලබා දීමට රජය තීරණය කරයි - වැඩි විස්තර : irinewslk.com/the-government-has-decided-to-provide-a-monthly-allowance-of-rs-5000-to-students-with-special-needs-from-low-income-families/,අඩු ආදායම්ලාභි පවුල්වල විශේෂ අවශ්යතා සහිත සිසුන්ට මාසිකව රුපියල් 5000ක දීමනාවක් ලබා දීමට රජය තීරණය කරයි - වැඩි විස්තර : irinewslk.com/the-government-has-decided-to-provide-a-monthly-allowance-of-rs-5000-to-students-with-special-needs-from-low-income-families/,5c3e379fa04815d9ba61fe26f63f9220,Positive,772,268,25,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1477,"කුරිකට්ටුවාන් ජැටියේ සිට ඩෙල්ෆ් දක්වා යාත්‍රා කළ මගීන් 10 දෙනෙකු රැගත් යාත්‍රාවක් නාගදීපය ආසන්නයේදී අනතුරට ලක්වෙයි. අනතුරට ලක් වූවන් නාවික හමුදාව විසින් මුදාගෙන රෝහල්ගත කෙරේ.
Image - AI Generated
#LKA #News1st #SL #Srilanka",කුරිකට්ටුවාන් ජැටියේ සිට ඩෙල්ෆ් දක්වා යාත්රා කළ මගීන් 10 දෙනෙකු රැගත් යාත්රාවක් නාගදීපය ආසන්නයේදී අනතුරට ලක්වෙයි. අනතුරට ලක් වූවන් නාවික හමුදාව විසින් මුදාගෙන රෝහල්ගත කෙරේ. image - ai generated #lka #news1st #sl #srilanka,2e15b26a01f8bcc60285b327f934d0bd,Negative,572,3,3,1,6,101,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1478,"අම්මා හදපු සාමාන්‍ය තේ කෝප්පයක්, තාත්තා අහපු ""කෑවද?"" කියන ප්‍රශ්නයක්... ගෙදර ආදරේ තියෙන්නේ මේ පුංචි දේවල් වල. පවුල කියන්නේ ජීවිතේ ලොකුම වාසනාව. ❤️","අම්මා හදපු සාමාන්ය තේ කෝප්පයක්, තාත්තා අහපු ""කෑවද?"" කියන ප්රශ්නයක්... ගෙදර ආදරේ තියෙන්නේ මේ පුංචි දේවල් වල. පවුල කියන්නේ ජීවිතේ ලොකුම වාසනාව. ❤️",fc37155cefd3909c2e45de4d5b5f814c,Positive,107,96,6,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1479,විනිසුරු විශ්‍රාම වයස ඉහළ දැමීමේ යෝජනාවට නිතීපති අනුමැතිය ලබා දෙයි - වැඩි විස්තර : irinewslk.com/attorney-general-approves-proposal-to-increase-retirement-age-for-judges/,විනිසුරු විශ්රාම වයස ඉහළ දැමීමේ යෝජනාවට නිතීපති අනුමැතිය ලබා දෙයි - වැඩි විස්තර : irinewslk.com/attorney-general-approves-proposal-to-increase-retirement-age-for-judges/,2712d912a31242db5b435c847e70e821,Neutral,1931,513,33,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1480,"බණ්ඩාරගම වෙන්දේසිවත්ත ප්‍රදේශයේ නිවසකින් අයිස් මත්ද්‍රව්‍ය කිලෝග්රෑම් 18 අධික ප්‍රමාණයක් සොයා ගැනේ. 23 හැවිරිදි සැකකරුවෙක් අත්අඩංගුවට. - පොලිස් විශේෂ කාර්ය බලකාය 
#Arrest #STF #LKA #News1st #SL #Srilanka",බණ්ඩාරගම වෙන්දේසිවත්ත ප්රදේශයේ නිවසකින් අයිස් මත්ද්රව්ය කිලෝග්රෑම් 18 අධික ප්රමාණයක් සොයා ගැනේ. 23 හැවිරිදි සැකකරුවෙක් අත්අඩංගුවට. - පොලිස් විශේෂ කාර්ය බලකාය #arrest #stf #lka #news1st #sl #srilanka,73e004ae0628238a08f5bd9c82cee5b9,Negative,2565,275,12,5,65,4,10,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1481,අද හවස online scam එකකට අහුවෙලා පවුලක් ඉතිරි කරපු මුදල් ගොඩක් නැති වෙලා. නිසි ක්‍රියාමාර්ගයක් ඉක්මනින් ගන්න ඕනේ. ⚠️😠,අද හවස online scam එකකට අහුවෙලා පවුලක් ඉතිරි කරපු මුදල් ගොඩක් නැති වෙලා. නිසි ක්රියාමාර්ගයක් ඉක්මනින් ගන්න ඕනේ. ⚠️😠,0b2e334c45d6788cbc1360800a24ba1b,Negative,348,12,10,4,1,87,413,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1482,අද හවස පැය ගණනක් පෝලිමේ ඉඳලා අන්තිමට system down කියලා සේවාව නවත්තලා. මේකට වගකියන්න කෙනෙක් ඉන්න ඕනේ. 😡,අද හවස පැය ගණනක් පෝලිමේ ඉඳලා අන්තිමට system down කියලා සේවාව නවත්තලා. මේකට වගකියන්න කෙනෙක් ඉන්න ඕනේ. 😡,1f82c1367a5246a5c588581128d57fd8,Negative,300,4,28,7,20,41,398,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1483,""" කිසිම quality එකක් නැති මිනිස්සු
quality ගැන පම්පෝරි ගහද්දි තමා ආතල් ම!""😅",""" කිසිම quality එකක් නැති මිනිස්සු quality ගැන පම්පෝරි ගහද්දි තමා ආතල් ම!""😅",d2aef4018133fc16f106aa974e8c9dbb,Negative,45,4,2,80,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1484,"මෙරට කෘෂිකර්මාන්තයේ ව්‍යුහාත්මක වෙනසක් ඇති කිරීමේ අරමුණින් අධ්‍යක්ෂ මණ්ඩලයක් සහ වෘත්තීය කාර්ය මණ්ඩලයකින් සමන්විත ‘ගොවි සමාගම්’ ස්ථාපිත කිරීමට රජය සැලසුම් කර ඇති බව කෘෂිකර්ම, පශු සම්පත්, ඉඩම් සහ වාරිමාර්ග අමාත්‍ය කේ.ඩී. ලාල්කාන්ත මහතා සඳහන් කළේය.

යෝජිත ක්‍රමය අනුව ගොවීන්ට තම ඉඩම් සමාගම වෙත ලබාදී එහි කොටස්කරුවන් වීමට අවස්ථාව හිමි වේ. සමාගමේ ලාභාංශ බෙදාදීමේදී එක් එක් ගොවියා ලබාදෙන ඉඩම් ප්‍රමාණය සැලකිල්ලට ගැනීමට නියමිතය.

ඒ අනුව, අක්කරයක ඉඩමක් ලබා දෙන ගොවියෙකුට එක් කොටසක් ද, අක්කර දහයක් ලබා දෙන ගොවියෙකුට කොටස් දහයක් ද වශයෙන් හිමිකාරීත්වය ලැබෙනු ඇත.

කුඩා බිම් කොටස්වල තනි තනිව වගා කිරීම වෙනුවට විශාල යායවල් ලෙස ගොවීන් ඒකාබද්ධ කර, වෙළෙඳපොළ අවශ්‍යතාවයට ගැළපෙන නිෂ්පාදන විද්‍යාත්මක හා කාර්යක්ෂම ක්‍රමවේද ඔස්සේ සිදු කිරීමට  මෙමගින් හැකියාව ලැබෙන බව අමාත්‍යවරයා සඳහන් කළේය.","මෙරට කෘෂිකර්මාන්තයේ ව්යුහාත්මක වෙනසක් ඇති කිරීමේ අරමුණින් අධ්යක්ෂ මණ්ඩලයක් සහ වෘත්තීය කාර්ය මණ්ඩලයකින් සමන්විත ‘ගොවි සමාගම්’ ස්ථාපිත කිරීමට රජය සැලසුම් කර ඇති බව කෘෂිකර්ම, පශු සම්පත්, ඉඩම් සහ වාරිමාර්ග අමාත්ය කේ.ඩී. ලාල්කාන්ත මහතා සඳහන් කළේය. යෝජිත ක්රමය අනුව ගොවීන්ට තම ඉඩම් සමාගම වෙත ලබාදී එහි කොටස්කරුවන් වීමට අවස්ථාව හිමි වේ. සමාගමේ ලාභාංශ බෙදාදීමේදී එක් එක් ගොවියා ලබාදෙන ඉඩම් ප්රමාණය සැලකිල්ලට ගැනීමට නියමිතය. ඒ අනුව, අක්කරයක ඉඩමක් ලබා දෙන ගොවියෙකුට එක් කොටසක් ද, අක්කර දහයක් ලබා දෙන ගොවියෙකුට කොටස් දහයක් ද වශයෙන් හිමිකාරීත්වය ලැබෙනු ඇත. කුඩා බිම් කොටස්වල තනි තනිව වගා කිරීම වෙනුවට විශාල යායවල් ලෙස ගොවීන් ඒකාබද්ධ කර, වෙළෙඳපොළ අවශ්යතාවයට ගැළපෙන නිෂ්පාදන විද්යාත්මක හා කාර්යක්ෂම ක්රමවේද ඔස්සේ සිදු කිරීමට මෙමගින් හැකියාව ලැබෙන බව අමාත්යවරයා සඳහන් කළේය.",01342cb6a2e02f32492d8f3a09d062ac,Neutral,394,40,3,709,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1485,මේ කතාවටනම් Respect නිලන්ති කොට්ටහච්චි මන්ත්‍රීතුමිය...,මේ කතාවටනම් respect නිලන්ති කොට්ටහච්චි මන්ත්රීතුමිය...,b607b2eb6df04bf096288a8ffb2c6ee9,Positive,717,68,2,253,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1486,"''දෑස් බැඳගෙන අන්ධයින් මෙන් ගමන් කළ යුගය අවසන් කළ යුතුයි''
dasathalankanews.com
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47",''දෑස් බැඳගෙන අන්ධයින් මෙන් ගමන් කළ යුගය අවසන් කළ යුතුයි'' dasathalankanews.com 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47,c1f404a04dc113a8e04d5dc1a256a519,Negative,191,25,1,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1487,"ජ්‍යෙෂ්ඨ පොලිස් අධිකාරී රොෂාන් අමරසිංහ CID අධ්‍යක්ෂ තනතුරට
වැඩි විස්තර >>> https://tinyurl.com/266p86hb
🟠 WhatsApp Channel 👉  https://whatsapp.com/channel/0029VarihUt9WtBwt0jbvr47
#dasathanews #LKA #Dasatha #SL #Srilanka",ජ්යෙෂ්ඨ පොලිස් අධිකාරී රොෂාන් අමරසිංහ cid අධ්යක්ෂ තනතුරට වැඩි විස්තර >>> https://tinyurl.com/266p86hb 🟠 whatsapp channel 👉 https://whatsapp.com/channel/0029varihut9wtbwt0jbvr47 #dasathanews #lka #dasatha #sl #srilanka,b68a616026cfc1d6faeff05a780e85a5,Neutral,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1488,මඩකලපුවහි පාසැලක් අසල පාසල් අර්බුදය සිදුවීමකින් තුවාල ලද පිරිසක්.,මඩකලපුවහි පාසැලක් අසල පාසල් අර්බුදය සිදුවීමකින් තුවාල ලද පිරිසක්.,9addc5fac26a0e6cde3009169b69676d,Negative,395,119,36,27,93,167,988,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1491,සෞඛ්‍ය අමාත්‍යාංශය බදු වැඩිවීම පිළිබඳ පැහැදිලි කිරීමක් කිරීමට අප්‍රමාණයි.,සෞඛ්ය අමාත්යාංශය බදු වැඩිවීම පිළිබඳ පැහැදිලි කිරීමක් කිරීමට අප්රමාණයි.,b6b939eb11c1ea5cd86162c993836d05,Negative,11,2,0,0,5,4,46,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1492,දූෂණ විරෝධී සංශෝධන පනත් කෙටුම්පත මැතිසබයට විශේෂ Re Build  ශ්‍රී ලංකා වැඩසටහන අද රාත්‍රී 10.30 ට දෙරණින්,දූෂණ විරෝධී සංශෝධන පනත් කෙටුම්පත මැතිසබයට විශේෂ re build ශ්රී ලංකා වැඩසටහන අද රාත්රී 10.30 ට දෙරණින්,42a3a1fd3e93be279773c23edae84929,Neutral,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1493,"මට තේරෙන්නේ නෑ, දිස්ත්‍රික් ලේකම් කාර්යාලය වගේ ආයතන තියෙන්නේ මොකටද කියලා තේරෙන්නේ නෑ දැන්.
ප්‍රමාණවත්! දැන් හරි.","මට තේරෙන්නේ නෑ, දිස්ත්රික් ලේකම් කාර්යාලය වගේ ආයතන තියෙන්නේ මොකටද කියලා තේරෙන්නේ නෑ දැන්. ප්රමාණවත්! දැන් හරි.",9788b24a970bcb954af92c59a031ad23,Negative,7,2,2,2,2,4,49,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1494,දැන් මම ඉන්නෙ Love නෙවෙයි ගේමක් ගහල ජීවිතේ ගොඩ දාගන්න ඕනි කියල හිතෙන වයසක 🤍🙌,දැන් මම ඉන්නෙ love නෙවෙයි ගේමක් ගහල ජීවිතේ ගොඩ දාගන්න ඕනි කියල හිතෙන වයසක 🤍🙌,ee610e6f6b3c0dcb2a6ad5e7f9688515,Positive,473,202,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1495,ඊයේ ගින්නකට පස්සේ ඉතිරි වුණේ මතක ටික විතරයි කියන මවකගේ කතාවක් දැක්කා. පුළුවන් කෙනෙක් උදව්වක් කරන්න. 🙏😔,ඊයේ ගින්නකට පස්සේ ඉතිරි වුණේ මතක ටික විතරයි කියන මවකගේ කතාවක් දැක්කා. පුළුවන් කෙනෙක් උදව්වක් කරන්න. 🙏😔,b35f19c5e46b5462dbf5ede17f5fd62d,Negative,1070,20,90,2,10,659,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1498,පාසලේ පළමු තැන ගැනීම කියන හීනය අද සැබෑ වුණා. මගේ පවුලේ අයගේ හිනාව දැක්කම මහන්සිය ඔක්කොම අමතකයි. මේ හිනාවට මිලක් නෑ. 🥰,පාසලේ පළමු තැන ගැනීම කියන හීනය අද සැබෑ වුණා. මගේ පවුලේ අයගේ හිනාව දැක්කම මහන්සිය ඔක්කොම අමතකයි. මේ හිනාවට මිලක් නෑ. 🥰,6f1537fd27a6e0f3a1b66b5907f65905,Positive,831,755,54,53,56,10,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1499,"මතක හැටියට අන්තිමට බබා කිව්වේ 
බර කිරද්දී මිඩ්ෆයිෆ් මිස් තමයි
🥹😭",මතක හැටියට අන්තිමට බබා කිව්වේ බර කිරද්දී මිඩ්ෆයිෆ් මිස් තමයි 🥹😭,378c15a07845d144d19837aabdbae599,Negative,13,2,1,66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
